type,date,side,price,size,cost,commission,balance,stop_loss,take_profit,pnl,pnl_pct,reason
entry,2025-03-12 00:30:00,BUY,2.5238,5345.402541563875,674.5363467199454,0.26981453868797817,1888.4319562771566,2.4531336,2.7357992,,,
exit,2025-03-12 01:00:00,,2.5024,5345.402541563875,,0.2675267064001889,2448.3091619012357,,,-114.65914109586639,-16.99821538949193,signal_reversal
entry,2025-03-12 01:00:00,SELL,2.5024,6988.4601122957265,874.3961292504413,0.34975845170017655,2447.9594034495353,2.5724672,2.2921984,,,
exit,2025-03-12 01:15:00,,2.5238,6988.4601122957265,,0.3527495126282391,3172.449736784221,,,-149.90579591575582,-17.14392263427099,signal_reversal
entry,2025-03-12 01:15:00,BUY,2.5238,8978.66521227691,1133.0177631372233,0.45320710525488933,3171.996529678966,2.4531336,2.7357992,,,
exit,2025-03-12 01:30:00,,2.5025,8978.66521227691,,0.4493821938744594,4113.319341600816,,,-191.69495121537352,-16.918971392344957,signal_reversal
entry,2025-03-12 01:30:00,SELL,2.5025,11740.60037562673,1469.0426220002944,0.5876170488001178,4112.731724552016,2.57257,2.29229,,,
exit,2025-03-12 02:15:00,,2.5238,11740.60037562673,,0.5926185445601349,5331.1069400069,,,-250.6674065454106,-17.06331748251756,signal_reversal
entry,2025-03-12 02:15:00,BUY,2.5238,15088.09544566274,1903.9667642881814,0.7615867057152725,5330.345353301184,2.4531336,2.7357992,,,
exit,2025-03-12 02:30:00,,2.5024,15088.09544566274,,0.7551290008645289,6910.671746051321,,,-323.64037153804514,-16.99821538949193,signal_reversal
entry,2025-03-12 02:30:00,SELL,2.5024,19725.839611262676,2468.097052161186,0.9872388208644746,6909.684507230457,2.5724672,2.2921984,,,
exit,2025-03-12 02:45:00,,2.5238,19725.839611262676,,0.9956814802180949,8954.652910230407,,,-423.12864916123664,-17.14392263427099,signal_reversal
entry,2025-03-12 02:45:00,BUY,2.5238,25343.452928776387,3198.0903250822926,1.2792361300329171,8953.373674100374,2.4531336,2.7357992,,,
exit,2025-03-12 04:00:00,,2.5024,25343.452928776387,,1.268389132179401,11607.845717374676,,,-543.6182818079907,-16.99821538949193,signal_reversal
entry,2025-03-12 04:00:00,SELL,2.5024,33133.46535147594,4145.65918477667,1.6582636739106682,11606.187453700764,2.5724672,2.2921984,,,
exit,2025-03-12 04:30:00,,2.5238,33133.46535147594,,1.6724447970810994,15041.118035158772,,,-710.7286033186617,-17.14392263427099,signal_reversal
entry,2025-03-12 04:30:00,BUY,2.5238,42569.36262540271,5371.827869699568,2.148731147879827,15038.969304010892,2.4531336,2.7357992,,,
exit,2025-03-12 05:45:00,,2.5024,42569.36262540271,,2.1305114606761553,19497.682302066172,,,-913.1148716442884,-16.99821538949193,signal_reversal
entry,2025-03-12 05:45:00,SELL,2.5024,55654.23565396127,6963.457965023634,2.7853831860094536,19494.896918880164,2.5724672,2.2921984,,,
exit,2025-03-12 06:15:00,,2.5238,55654.23565396127,,2.809203198869349,25264.545037710166,,,-1193.809846193633,-17.143922634270993,signal_reversal
entry,2025-03-12 06:15:00,BUY,2.5238,71503.69917728992,9023.051799182216,3.6092207196728867,25260.93581699049,2.4531336,2.7357992,,,
exit,2025-03-12 09:15:00,,2.5024,71503.69917728992,,3.5786171364250063,32750.229836642287,,,-1533.7577795304196,-16.99821538949193,signal_reversal
entry,2025-03-12 09:15:00,SELL,2.5024,93482.34219903834,11696.510655943677,4.678604262377471,32745.55123237991,2.5724672,2.2921984,,,
exit,2025-03-12 10:15:00,,2.5239,93482.34219903834,,4.718801669523057,42427.47272937477,,,-2014.5891589488128,-17.223847506393568,signal_reversal
entry,2025-03-12 10:15:00,BUY,2.5239,120073.44848781265,15152.668831919518,6.061067532767807,42421.411661842,2.4532307999999996,2.7359076,,,
exit,2025-03-12 10:30:00,,2.5024,120073.44848781265,,6.009435949918048,54986.49191532367,,,-2587.5885784378456,-17.076784341693116,signal_reversal
entry,2025-03-12 10:30:00,SELL,2.5024,156953.5871715258,19638.03282690131,7.855213130760525,54978.63670219291,2.5724672,2.2921984,,,
exit,2025-03-12 11:00:00,,2.5239,156953.5871715258,,7.92270317324428,71234.24470173323,,,-3382.4248273609915,-17.223847506393568,signal_reversal
entry,2025-03-12 11:00:00,BUY,2.5239,201599.12579096132,25440.80167919036,10.176320671676145,71224.06838106156,2.4532307999999996,2.7359076,,,
exit,2025-03-12 11:30:00,,2.5024,201599.12579096132,,10.089633047586034,92320.39922269873,,,-4344.47083755318,-17.07678434169312,signal_reversal
entry,2025-03-12 11:30:00,SELL,2.5024,263519.5904009258,32971.571150963835,13.188628460385535,92307.21059423835,2.5724672,2.2921984,,,
exit,2025-03-12 11:45:00,,2.5239,263519.5904009258,,13.30194188425793,119599.80860969811,,,-5678.973135504065,-17.223847506393568,signal_reversal
entry,2025-03-12 11:45:00,BUY,2.5239,338477.89025402226,42714.21736060634,17.085686944242536,119582.72292275388,2.4532307999999996,2.7359076,,,
exit,2025-03-12 12:00:00,,2.5024,338477.89025402226,,16.94014145143331,155002.72550144742,,,-7294.214781912787,-17.07678434169312,signal_reversal
